case_id,statute,offense_category,penalty,imprisonment_duration_served,risk_of_escape,risk_of_influence,surety_bond_required,personal_bond_required,fines_applicable,served_half_term,bail_eligibility,risk_score,penalty_severity
674,NDPS,Crimes Against Foreigners,Imprisonment,113,False,False,False,False,True,True,True,1,226
675,IPC,Crimes Against SCs and STs,Imprisonment,38,False,True,True,True,False,False,False,1,76
676,SCST Act,Cyber Crime,Both,64,False,False,False,False,False,False,False,0,192
677,SCST Act,Crimes Against SCs and STs,Fine,69,True,False,True,False,True,False,False,1,69
678,PMLA,Crimes Against Foreigners,Both,8,True,False,False,True,False,False,False,1,24
679,SCST Act,Crimes Against Children,Fine,34,False,True,False,False,False,False,False,1,34
680,SCST Act,Crimes Against Children,Fine,48,True,False,False,False,False,False,False,1,48
681,SCST Act,Crimes Against Foreigners,Imprisonment,116,True,False,True,False,True,True,False,2,232
682,SCST Act,Economic Offence,Both,56,False,False,True,False,True,False,False,0,168
683,CrPC,Offences Against the State,Imprisonment,76,True,True,True,False,False,False,False,2,152
684,CrPC,Offences Against the State,Both,102,False,True,True,False,True,False,False,1,306
685,PMLA,Economic Offence,Fine,65,False,False,False,True,True,True,True,1,65
686,IPC,Crimes Against Children,Imprisonment,31,True,True,True,False,True,False,False,2,62
687,SCST Act,Crimes Against Children,Imprisonment,4,True,False,True,True,True,False,False,1,8
688,IPC,Crimes Against Children,Fine,113,False,True,False,True,True,False,False,1,113
689,IPC,Crimes Against SCs and STs,Fine,109,False,True,False,True,False,True,False,2,109
690,PMLA,Crimes Against Children,Fine,50,True,False,True,True,True,False,False,1,50
691,SCST Act,Crimes Against Women,Imprisonment,69,False,True,False,False,True,True,False,2,138
692,SCST Act,Cyber Crime,Both,30,False,True,True,False,True,False,False,1,90
693,NDPS,Crimes Against Children,Imprisonment,88,False,True,False,False,False,True,False,2,176
694,IPC,Economic Offence,Both,59,True,False,True,True,False,True,False,2,177
695,IPC,Cyber Crime,Imprisonment,67,False,True,True,False,False,True,False,2,134
696,CrPC,Crimes Against SCs and STs,Imprisonment,75,True,True,True,False,True,False,False,2,150
697,NDPS,Economic Offence,Fine,45,False,False,True,False,False,True,True,1,45
698,CrPC,Cyber Crime,Both,4,True,True,True,True,False,True,False,3,12
699,CrPC,Economic Offence,Imprisonment,26,False,True,False,True,False,True,False,2,52
700,CrPC,Crimes Against SCs and STs,Imprisonment,27,True,True,True,False,False,True,False,3,54
701,PMLA,Crimes Against Women,Fine,46,True,True,True,True,True,False,False,2,46
702,PMLA,Crimes Against SCs and STs,Fine,118,True,True,True,True,False,False,False,2,118
703,CrPC,Crimes Against SCs and STs,Both,107,False,False,True,False,False,False,False,0,321
704,NDPS,Economic Offence,Imprisonment,64,False,False,True,True,True,False,False,0,128
705,IPC,Crimes Against Foreigners,Both,91,False,True,False,True,True,True,False,2,273
706,NDPS,Offences Against the State,Imprisonment,106,True,True,False,False,False,False,False,2,212
707,SCST Act,Crimes Against Children,Both,51,False,True,True,True,True,True,False,2,153
708,PMLA,Crimes Against Children,Fine,50,True,False,False,True,False,False,False,1,50
709,IPC,Crimes Against Women,Imprisonment,6,False,False,True,True,True,False,False,0,12
710,IPC,Crimes Against Women,Both,59,True,True,False,True,True,False,False,2,177
711,SCST Act,Crimes Against Children,Fine,15,True,True,False,True,False,True,False,3,15
712,SCST Act,Offences Against the State,Fine,117,True,False,True,True,True,False,False,1,117
713,CrPC,Crimes Against Children,Both,30,False,True,False,True,False,False,False,1,90
714,PMLA,Crimes Against Foreigners,Imprisonment,42,False,False,False,True,True,False,False,0,84
715,PMLA,Offences Against the State,Imprisonment,101,False,False,True,False,False,True,True,1,202
716,NDPS,Crimes Against Women,Fine,37,True,True,True,False,True,False,False,2,37
717,CrPC,Cyber Crime,Imprisonment,42,True,False,False,False,True,False,False,1,84
718,CrPC,Economic Offence,Imprisonment,101,False,True,False,False,True,True,False,2,202
719,CrPC,Crimes Against Foreigners,Imprisonment,35,False,True,False,True,True,True,False,2,70
720,CrPC,Crimes Against Foreigners,Fine,87,False,True,True,False,True,False,False,1,87
721,PMLA,Crimes Against Women,Both,6,True,True,False,False,False,False,False,2,18
722,PMLA,Crimes Against Women,Imprisonment,68,True,True,False,True,True,False,False,2,136
723,CrPC,Crimes Against SCs and STs,Fine,18,True,True,False,True,False,True,False,3,18
724,NDPS,Crimes Against Foreigners,Fine,73,True,False,True,True,False,True,False,2,73
725,IPC,Crimes Against SCs and STs,Both,113,True,False,True,True,False,True,False,2,339
726,IPC,Crimes Against SCs and STs,Imprisonment,29,False,False,True,True,True,False,False,0,58
727,NDPS,Economic Offence,Imprisonment,77,True,False,True,False,False,True,False,2,154
728,CrPC,Crimes Against SCs and STs,Both,59,True,True,False,True,True,False,False,2,177
729,PMLA,Offences Against the State,Both,47,True,False,True,False,False,True,False,2,141
730,IPC,Crimes Against Children,Fine,116,True,False,False,False,False,True,False,2,116
731,SCST Act,Cyber Crime,Fine,17,True,False,False,True,False,True,False,2,17
732,SCST Act,Crimes Against Women,Both,109,False,True,False,False,False,False,False,1,327
733,NDPS,Offences Against the State,Imprisonment,96,True,False,False,False,False,False,False,1,192
734,CrPC,Cyber Crime,Fine,112,True,True,True,True,True,False,False,2,112
735,IPC,Crimes Against Foreigners,Fine,22,True,False,True,False,False,False,False,1,22
736,CrPC,Crimes Against Foreigners,Imprisonment,68,False,True,True,False,False,True,False,2,136
737,IPC,Crimes Against Foreigners,Fine,69,False,True,True,False,True,False,False,1,69
738,NDPS,Offences Against the State,Imprisonment,37,False,False,True,True,True,True,True,1,74
739,NDPS,Offences Against the State,Imprisonment,105,True,True,False,True,True,False,False,2,210
740,SCST Act,Crimes Against Women,Imprisonment,49,False,True,True,True,False,False,False,1,98
741,CrPC,Crimes Against Children,Both,13,True,False,True,False,False,True,False,2,39
742,SCST Act,Crimes Against SCs and STs,Both,34,True,False,True,True,False,True,False,2,102
743,CrPC,Crimes Against Foreigners,Both,109,False,False,True,False,False,False,False,0,327
744,SCST Act,Economic Offence,Imprisonment,86,True,True,False,True,False,False,False,2,172
745,PMLA,Crimes Against Children,Imprisonment,53,True,True,False,False,False,True,False,3,106
746,PMLA,Economic Offence,Both,87,True,True,False,True,True,True,False,3,261
747,PMLA,Crimes Against Women,Fine,51,False,False,False,True,True,True,True,1,51
748,PMLA,Crimes Against Women,Imprisonment,3,True,True,False,False,False,True,False,3,6
749,IPC,Crimes Against Women,Fine,42,True,True,True,True,False,True,False,3,42
750,PMLA,Cyber Crime,Fine,98,False,True,False,False,False,False,False,1,98
751,NDPS,Economic Offence,Imprisonment,32,True,True,False,True,False,False,False,2,64
752,NDPS,Crimes Against Children,Imprisonment,109,True,True,False,True,False,False,False,2,218
753,IPC,Crimes Against Children,Fine,51,False,True,True,False,True,False,False,1,51
754,PMLA,Offences Against the State,Fine,113,True,True,True,False,True,True,False,3,113
755,PMLA,Offences Against the State,Both,85,True,False,False,False,False,True,False,2,255
756,PMLA,Crimes Against Foreigners,Both,46,True,False,True,True,True,True,False,2,138
757,SCST Act,Offences Against the State,Imprisonment,108,True,False,True,False,False,False,False,1,216
758,CrPC,Crimes Against Women,Both,21,True,True,False,True,False,True,False,3,63
759,SCST Act,Crimes Against Children,Both,44,False,True,True,False,False,True,False,2,132
760,CrPC,Economic Offence,Both,11,False,False,True,False,True,False,False,0,33
761,PMLA,Crimes Against Women,Both,103,False,True,True,False,True,False,False,1,309
762,PMLA,Cyber Crime,Fine,68,False,False,False,False,False,False,False,0,68
763,SCST Act,Offences Against the State,Imprisonment,115,True,True,False,False,True,True,False,3,230
764,SCST Act,Crimes Against Women,Both,1,True,True,False,False,True,True,False,3,3
765,CrPC,Crimes Against Women,Fine,92,True,False,True,True,False,False,False,1,92
766,NDPS,Cyber Crime,Fine,63,True,False,False,False,True,False,False,1,63
767,CrPC,Crimes Against SCs and STs,Fine,24,True,False,True,True,True,True,False,2,24
768,SCST Act,Crimes Against Children,Both,99,False,False,True,False,False,False,False,0,297
769,SCST Act,Economic Offence,Both,13,False,False,True,False,False,True,True,1,39
770,IPC,Crimes Against Foreigners,Imprisonment,111,True,True,False,False,True,False,False,2,222
771,SCST Act,Crimes Against SCs and STs,Both,98,True,True,False,True,False,False,False,2,294
772,IPC,Offences Against the State,Both,11,True,True,False,True,True,False,False,2,33
773,NDPS,Crimes Against Women,Fine,100,False,False,False,False,False,True,True,1,100
774,CrPC,Cyber Crime,Imprisonment,51,True,False,True,True,False,True,False,2,102
775,CrPC,Cyber Crime,Both,17,True,False,False,False,False,False,False,1,51
776,IPC,Crimes Against Children,Both,99,True,False,True,False,False,True,False,2,297
777,CrPC,Crimes Against SCs and STs,Fine,82,False,False,False,True,True,False,False,0,82
778,SCST Act,Crimes Against Foreigners,Fine,104,True,False,False,True,False,False,False,1,104
779,PMLA,Crimes Against Children,Both,86,False,True,False,True,False,True,False,2,258
780,IPC,Crimes Against Women,Imprisonment,24,False,True,True,True,False,True,False,2,48
781,CrPC,Crimes Against Children,Imprisonment,19,False,True,True,False,True,True,False,2,38
782,IPC,Economic Offence,Fine,37,False,True,True,True,True,True,False,2,37
783,IPC,Cyber Crime,Fine,103,False,True,True,True,False,False,False,1,103
784,PMLA,Cyber Crime,Both,85,False,False,True,False,False,True,True,1,255
785,SCST Act,Offences Against the State,Fine,8,True,False,False,True,False,True,False,2,8
786,IPC,Offences Against the State,Both,28,True,False,True,True,False,False,False,1,84
787,CrPC,Crimes Against Foreigners,Imprisonment,5,True,False,True,True,False,False,False,1,10
788,NDPS,Crimes Against Women,Imprisonment,17,False,False,True,True,False,False,False,0,34
789,IPC,Economic Offence,Both,101,True,False,True,False,True,False,False,1,303
790,IPC,Crimes Against SCs and STs,Fine,36,False,True,False,False,False,True,False,2,36
791,PMLA,Crimes Against Children,Imprisonment,118,False,False,True,True,False,True,True,1,236
792,SCST Act,Crimes Against Foreigners,Fine,19,False,False,False,True,False,False,False,0,19
793,NDPS,Crimes Against Women,Imprisonment,64,True,False,False,False,False,False,False,1,128
794,CrPC,Offences Against the State,Both,91,False,False,False,True,False,True,True,1,273
795,NDPS,Crimes Against Children,Both,117,False,True,True,True,False,True,False,2,351
796,CrPC,Offences Against the State,Both,98,True,True,False,True,True,True,False,3,294
797,SCST Act,Crimes Against Children,Imprisonment,11,True,False,True,True,True,True,False,2,22
798,CrPC,Crimes Against SCs and STs,Fine,54,False,True,True,True,True,True,False,2,54
799,PMLA,Crimes Against Women,Fine,45,False,True,True,True,True,False,False,1,45
800,PMLA,Crimes Against Children,Fine,47,True,False,True,True,True,False,False,1,47
801,PMLA,Economic Offence,Imprisonment,12,True,False,True,True,True,False,False,1,24
802,PMLA,Crimes Against Foreigners,Imprisonment,118,True,False,False,True,False,False,False,1,236
803,NDPS,Cyber Crime,Imprisonment,21,False,False,False,False,False,True,True,1,42
804,SCST Act,Economic Offence,Imprisonment,118,True,False,True,False,False,False,False,1,236
805,CrPC,Economic Offence,Imprisonment,11,True,True,False,False,False,True,False,3,22
806,CrPC,Crimes Against Foreigners,Fine,103,True,False,True,True,False,True,False,2,103
807,PMLA,Cyber Crime,Imprisonment,92,False,False,False,True,False,True,True,1,184
808,PMLA,Economic Offence,Imprisonment,5,True,False,False,False,True,True,False,2,10
809,IPC,Crimes Against Children,Fine,81,True,True,False,True,False,True,False,3,81
810,SCST Act,Crimes Against Children,Imprisonment,56,True,False,False,False,True,True,False,2,112
811,NDPS,Crimes Against Children,Fine,20,True,False,False,True,True,True,False,2,20
812,CrPC,Cyber Crime,Fine,41,True,False,True,False,False,False,False,1,41
813,IPC,Economic Offence,Both,46,False,True,True,False,False,True,False,2,138
814,IPC,Cyber Crime,Both,12,False,False,False,False,False,False,False,0,36
815,CrPC,Crimes Against Children,Both,70,False,False,True,True,False,False,False,0,210
816,NDPS,Crimes Against Foreigners,Both,17,True,False,False,False,False,True,False,2,51
817,IPC,Economic Offence,Imprisonment,115,False,True,True,True,False,True,False,2,230
818,IPC,Economic Offence,Both,19,False,False,False,True,False,False,False,0,57
819,SCST Act,Offences Against the State,Fine,26,False,False,False,True,True,False,False,0,26
820,NDPS,Offences Against the State,Imprisonment,48,True,False,False,True,False,False,False,1,96
821,IPC,Crimes Against SCs and STs,Both,108,True,True,True,True,False,False,False,2,324
822,NDPS,Crimes Against Women,Fine,108,False,False,True,True,True,True,True,1,108
823,CrPC,Offences Against the State,Imprisonment,52,False,False,False,True,False,True,True,1,104
824,PMLA,Cyber Crime,Imprisonment,96,True,False,False,False,False,True,False,2,192
825,IPC,Offences Against the State,Both,70,True,True,True,False,True,False,False,2,210
826,SCST Act,Crimes Against SCs and STs,Imprisonment,55,False,True,True,False,False,True,False,2,110
827,CrPC,Economic Offence,Fine,100,True,False,True,True,False,False,False,1,100
828,NDPS,Crimes Against SCs and STs,Imprisonment,102,False,True,True,True,False,True,False,2,204
829,CrPC,Economic Offence,Fine,75,True,True,True,True,False,False,False,2,75
830,IPC,Crimes Against Foreigners,Imprisonment,33,False,True,False,True,False,True,False,2,66
831,NDPS,Crimes Against Foreigners,Both,62,False,False,True,False,False,True,True,1,186
832,PMLA,Economic Offence,Fine,88,True,False,False,True,True,False,False,1,88
833,CrPC,Crimes Against Women,Imprisonment,23,False,True,False,False,False,False,False,1,46
834,IPC,Offences Against the State,Imprisonment,15,False,True,True,True,False,False,False,1,30
835,SCST Act,Cyber Crime,Imprisonment,27,False,True,True,False,True,False,False,1,54
836,NDPS,Cyber Crime,Fine,75,True,False,False,True,True,False,False,1,75
837,CrPC,Crimes Against Children,Fine,64,True,False,True,False,False,True,False,2,64
838,CrPC,Economic Offence,Fine,115,True,True,False,True,True,False,False,2,115
839,PMLA,Cyber Crime,Both,114,False,True,True,False,False,True,False,2,342
840,PMLA,Crimes Against Women,Both,81,True,True,True,True,False,True,False,3,243
841,SCST Act,Economic Offence,Fine,51,False,True,True,False,True,True,False,2,51
842,SCST Act,Crimes Against Women,Imprisonment,53,False,False,False,False,False,True,True,1,106
843,IPC,Cyber Crime,Both,78,True,True,True,True,False,True,False,3,234
844,IPC,Cyber Crime,Fine,91,True,False,False,False,True,False,False,1,91
845,SCST Act,Crimes Against Children,Imprisonment,82,False,True,True,True,True,False,False,1,164
846,SCST Act,Cyber Crime,Both,92,False,True,False,True,True,True,False,2,276
847,NDPS,Economic Offence,Imprisonment,51,True,True,True,True,True,True,False,3,102
848,PMLA,Crimes Against Foreigners,Imprisonment,47,True,True,False,False,False,False,False,2,94
849,IPC,Economic Offence,Imprisonment,111,True,True,False,False,True,False,False,2,222
850,PMLA,Economic Offence,Imprisonment,4,False,False,False,True,True,True,True,1,8
851,PMLA,Crimes Against Children,Both,7,False,True,False,True,True,False,False,1,21
852,SCST Act,Crimes Against Children,Both,109,False,True,False,False,True,False,False,1,327
853,NDPS,Cyber Crime,Both,35,False,True,False,False,True,False,False,1,105
854,CrPC,Crimes Against SCs and STs,Fine,48,False,False,True,False,False,True,True,1,48
855,NDPS,Crimes Against SCs and STs,Both,73,True,False,False,True,True,False,False,1,219
856,NDPS,Crimes Against Children,Imprisonment,72,True,False,False,True,False,True,False,2,144
857,PMLA,Cyber Crime,Both,116,False,False,False,True,True,True,True,1,348
858,NDPS,Crimes Against SCs and STs,Imprisonment,45,False,True,True,True,True,True,False,2,90
859,IPC,Cyber Crime,Fine,81,True,True,True,True,True,True,False,3,81
860,PMLA,Cyber Crime,Imprisonment,81,True,True,True,False,True,True,False,3,162
861,IPC,Cyber Crime,Imprisonment,113,True,False,False,True,True,False,False,1,226
862,CrPC,Offences Against the State,Imprisonment,97,True,True,True,False,True,True,False,3,194
863,PMLA,Economic Offence,Fine,96,False,True,True,False,True,True,False,2,96
864,CrPC,Cyber Crime,Both,72,True,False,False,True,True,True,False,2,216
865,PMLA,Offences Against the State,Both,19,False,False,False,False,False,False,False,0,57
866,SCST Act,Crimes Against Children,Fine,63,True,False,True,True,True,False,False,1,63
867,NDPS,Crimes Against SCs and STs,Imprisonment,38,True,True,False,False,False,False,False,2,76
868,SCST Act,Economic Offence,Both,67,True,True,False,True,True,False,False,2,201
869,CrPC,Crimes Against Foreigners,Fine,59,False,False,False,True,False,False,False,0,59
870,NDPS,Crimes Against SCs and STs,Both,69,False,True,False,False,True,False,False,1,207
871,PMLA,Economic Offence,Fine,13,True,False,True,True,True,False,False,1,13
872,NDPS,Crimes Against Foreigners,Imprisonment,47,False,False,False,False,True,True,True,1,94
873,IPC,Crimes Against SCs and STs,Both,110,False,True,True,True,False,True,False,2,330
874,NDPS,Economic Offence,Fine,61,True,False,True,True,False,False,False,1,61
875,IPC,Crimes Against SCs and STs,Both,31,True,False,True,True,False,True,False,2,93
876,NDPS,Crimes Against SCs and STs,Both,119,False,False,True,False,False,True,True,1,357
877,IPC,Crimes Against Foreigners,Both,80,False,True,False,False,True,False,False,1,240
878,CrPC,Crimes Against SCs and STs,Both,114,False,False,False,True,True,True,True,1,342
879,SCST Act,Crimes Against SCs and STs,Fine,96,True,False,False,False,True,True,False,2,96
880,PMLA,Crimes Against Foreigners,Imprisonment,22,True,False,True,True,False,False,False,1,44
881,NDPS,Crimes Against Children,Fine,93,False,False,True,False,True,True,True,1,93
882,SCST Act,Cyber Crime,Fine,86,True,False,True,False,False,False,False,1,86
883,PMLA,Crimes Against Women,Fine,43,True,False,False,True,False,False,False,1,43
884,PMLA,Offences Against the State,Imprisonment,67,False,False,True,True,False,True,True,1,134
885,IPC,Crimes Against Women,Both,54,False,True,False,True,False,True,False,2,162
886,CrPC,Crimes Against Women,Both,10,True,True,False,True,False,True,False,3,30
887,CrPC,Economic Offence,Both,42,True,False,False,True,True,False,False,1,126
888,SCST Act,Cyber Crime,Imprisonment,64,False,True,False,False,False,False,False,1,128
889,CrPC,Economic Offence,Both,21,True,True,True,False,False,False,False,2,63
890,NDPS,Cyber Crime,Imprisonment,80,True,False,False,True,True,True,False,2,160
891,CrPC,Crimes Against Foreigners,Both,76,False,True,True,True,False,True,False,2,228
892,SCST Act,Crimes Against Foreigners,Both,66,False,False,False,True,False,False,False,0,198
893,CrPC,Cyber Crime,Fine,41,True,False,True,False,True,True,False,2,41
894,NDPS,Crimes Against SCs and STs,Imprisonment,24,True,False,True,True,True,True,False,2,48
895,IPC,Crimes Against Children,Fine,35,True,False,False,True,True,False,False,1,35
896,SCST Act,Crimes Against SCs and STs,Fine,56,False,False,False,False,False,False,False,0,56
897,IPC,Crimes Against Children,Fine,30,True,True,False,False,True,True,False,3,30
898,IPC,Economic Offence,Imprisonment,57,True,False,True,False,True,False,False,1,114
899,IPC,Crimes Against Children,Imprisonment,94,False,True,False,False,True,True,False,2,188
900,PMLA,Economic Offence,Both,47,False,False,False,True,False,False,False,0,141
901,PMLA,Crimes Against Foreigners,Fine,35,True,False,True,False,True,False,False,1,35
902,IPC,Crimes Against Women,Both,19,False,False,False,False,False,False,False,0,57
903,SCST Act,Crimes Against Foreigners,Fine,114,False,True,True,True,False,True,False,2,114
904,NDPS,Crimes Against Foreigners,Imprisonment,8,True,False,False,True,True,True,False,2,16
905,NDPS,Crimes Against Women,Imprisonment,26,False,False,True,True,False,False,False,0,52
906,CrPC,Crimes Against Children,Imprisonment,113,False,False,True,False,False,False,False,0,226
907,SCST Act,Crimes Against Children,Fine,104,True,False,False,True,True,False,False,1,104
908,PMLA,Economic Offence,Imprisonment,71,False,True,True,False,False,True,False,2,142
909,IPC,Crimes Against SCs and STs,Fine,30,True,False,False,False,True,False,False,1,30
910,CrPC,Economic Offence,Both,7,True,True,False,False,False,False,False,2,21
911,NDPS,Crimes Against SCs and STs,Fine,67,False,False,True,True,False,False,False,0,67
912,PMLA,Crimes Against Foreigners,Both,65,False,True,False,False,True,False,False,1,195
913,PMLA,Crimes Against Women,Fine,36,False,True,True,True,True,True,False,2,36
914,IPC,Crimes Against Foreigners,Both,25,True,False,True,True,False,True,False,2,75
915,NDPS,Cyber Crime,Imprisonment,37,False,False,True,True,False,False,False,0,74
916,SCST Act,Crimes Against Children,Both,1,True,True,True,False,True,True,False,3,3
917,PMLA,Crimes Against SCs and STs,Imprisonment,15,False,False,True,False,False,True,True,1,30
918,IPC,Economic Offence,Imprisonment,37,False,False,True,False,False,True,True,1,74
919,SCST Act,Crimes Against Women,Both,13,False,False,True,True,False,False,False,0,39
920,NDPS,Crimes Against SCs and STs,Fine,104,True,True,True,False,False,True,False,3,104
921,PMLA,Economic Offence,Fine,8,False,False,False,False,True,True,True,1,8
922,SCST Act,Crimes Against Children,Fine,5,False,False,False,False,True,True,True,1,5
923,SCST Act,Crimes Against Foreigners,Fine,60,True,False,True,False,True,False,False,1,60
924,SCST Act,Crimes Against Children,Fine,73,True,True,False,False,True,False,False,2,73
925,PMLA,Offences Against the State,Imprisonment,1,False,False,False,True,True,True,True,1,2
926,PMLA,Cyber Crime,Fine,36,False,True,False,True,True,True,False,2,36
927,CrPC,Offences Against the State,Imprisonment,35,False,False,False,True,False,False,False,0,70
928,NDPS,Crimes Against Women,Imprisonment,66,True,True,False,True,True,False,False,2,132
929,IPC,Crimes Against SCs and STs,Imprisonment,63,True,False,False,False,False,True,False,2,126
930,SCST Act,Crimes Against Women,Both,104,True,False,True,True,False,True,False,2,312
931,CrPC,Crimes Against Foreigners,Both,23,True,True,False,False,False,False,False,2,69
932,IPC,Economic Offence,Imprisonment,9,False,True,False,True,True,False,False,1,18
933,CrPC,Crimes Against Children,Both,34,True,True,False,True,False,True,False,3,102
934,PMLA,Offences Against the State,Fine,46,True,False,False,True,True,False,False,1,46
935,SCST Act,Offences Against the State,Fine,78,True,False,True,False,False,True,False,2,78
936,IPC,Crimes Against Foreigners,Imprisonment,4,False,False,True,False,False,True,True,1,8
937,IPC,Offences Against the State,Fine,30,False,False,True,True,True,True,True,1,30
938,IPC,Crimes Against Foreigners,Imprisonment,95,True,True,True,False,False,False,False,2,190
939,IPC,Crimes Against Women,Imprisonment,102,True,False,False,True,False,True,False,2,204
940,IPC,Crimes Against Children,Fine,75,False,False,True,True,False,True,True,1,75
941,CrPC,Crimes Against SCs and STs,Both,99,False,False,True,True,False,False,False,0,297
942,SCST Act,Economic Offence,Fine,72,False,False,True,False,True,False,False,0,72
943,PMLA,Crimes Against SCs and STs,Fine,3,False,False,True,True,False,True,True,1,3
944,PMLA,Crimes Against Women,Imprisonment,14,False,False,False,True,False,True,True,1,28
945,PMLA,Economic Offence,Imprisonment,60,False,False,True,True,True,False,False,0,120
946,PMLA,Offences Against the State,Imprisonment,77,False,True,False,False,False,False,False,1,154
947,CrPC,Cyber Crime,Imprisonment,45,False,False,True,True,False,False,False,0,90
948,NDPS,Crimes Against Women,Both,96,True,False,False,False,False,True,False,2,288
949,SCST Act,Crimes Against Women,Both,34,True,False,False,True,False,True,False,2,102
950,IPC,Crimes Against Children,Both,45,True,False,True,False,True,True,False,2,135
951,NDPS,Crimes Against SCs and STs,Imprisonment,61,True,True,True,True,False,False,False,2,122
952,PMLA,Crimes Against Women,Imprisonment,83,True,True,True,True,True,True,False,3,166
953,NDPS,Crimes Against Women,Imprisonment,102,True,True,True,False,False,False,False,2,204
954,SCST Act,Offences Against the State,Both,16,False,True,False,False,False,True,False,2,48
955,IPC,Offences Against the State,Imprisonment,66,False,True,False,True,False,False,False,1,132
956,IPC,Economic Offence,Fine,40,True,True,True,False,True,True,False,3,40
957,SCST Act,Crimes Against Foreigners,Fine,17,True,False,True,True,False,True,False,2,17
958,SCST Act,Crimes Against Foreigners,Imprisonment,119,False,True,False,True,False,False,False,1,238
959,PMLA,Cyber Crime,Fine,34,False,True,True,True,True,False,False,1,34
960,IPC,Crimes Against Foreigners,Fine,106,False,False,False,False,True,True,True,1,106
961,NDPS,Crimes Against Children,Both,16,True,True,True,True,True,False,False,2,48
962,CrPC,Cyber Crime,Imprisonment,102,False,False,False,False,True,False,False,0,204
963,CrPC,Economic Offence,Imprisonment,60,True,False,False,True,False,True,False,2,120
964,SCST Act,Offences Against the State,Both,66,True,True,False,False,False,False,False,2,198
965,PMLA,Crimes Against Foreigners,Fine,66,False,False,False,False,False,True,True,1,66
966,CrPC,Crimes Against SCs and STs,Fine,90,False,True,False,True,False,True,False,2,90
967,IPC,Offences Against the State,Imprisonment,13,True,True,True,False,True,False,False,2,26
968,SCST Act,Crimes Against Children,Fine,56,False,False,False,True,False,False,False,0,56
969,NDPS,Offences Against the State,Both,111,False,False,True,True,False,True,True,1,333
970,SCST Act,Crimes Against Children,Both,31,True,True,False,True,False,True,False,3,93
971,NDPS,Crimes Against Children,Imprisonment,34,False,False,False,True,False,True,True,1,68
972,SCST Act,Crimes Against Children,Both,39,True,False,True,True,True,True,False,2,117
973,SCST Act,Economic Offence,Both,67,True,True,True,False,False,True,False,3,201
974,SCST Act,Crimes Against Children,Imprisonment,8,False,True,True,True,False,True,False,2,16
975,NDPS,Crimes Against Children,Both,87,True,False,True,False,False,False,False,1,261
976,NDPS,Crimes Against SCs and STs,Both,78,True,True,False,False,True,False,False,2,234
977,SCST Act,Cyber Crime,Both,55,False,True,True,True,True,False,False,1,165
978,CrPC,Crimes Against Women,Fine,27,False,True,False,False,False,True,False,2,27
979,PMLA,Cyber Crime,Imprisonment,118,False,True,True,True,False,False,False,1,236
980,PMLA,Crimes Against Children,Imprisonment,93,True,True,True,False,False,True,False,3,186
981,PMLA,Crimes Against SCs and STs,Imprisonment,103,True,True,False,False,True,True,False,3,206
982,NDPS,Offences Against the State,Fine,53,False,True,False,False,False,False,False,1,53
983,NDPS,Crimes Against SCs and STs,Fine,39,True,False,True,True,False,True,False,2,39
984,CrPC,Crimes Against Children,Imprisonment,65,False,True,False,False,False,True,False,2,130
985,PMLA,Crimes Against SCs and STs,Fine,17,False,False,False,True,True,True,True,1,17
986,PMLA,Crimes Against Foreigners,Imprisonment,105,True,False,False,False,False,True,False,2,210
987,SCST Act,Crimes Against SCs and STs,Fine,30,False,False,False,False,False,True,True,1,30
988,NDPS,Crimes Against Children,Both,53,True,True,False,False,True,True,False,3,159
989,PMLA,Economic Offence,Both,13,True,True,False,False,True,False,False,2,39
990,CrPC,Crimes Against Foreigners,Imprisonment,21,False,False,False,True,False,True,True,1,42
991,CrPC,Crimes Against SCs and STs,Fine,19,True,True,False,True,True,True,False,3,19
992,PMLA,Crimes Against Women,Fine,53,False,False,True,False,False,True,True,1,53
993,NDPS,Crimes Against Women,Both,19,True,True,False,False,True,True,False,3,57
994,CrPC,Crimes Against SCs and STs,Both,57,True,True,True,True,True,False,False,2,171
995,SCST Act,Economic Offence,Fine,25,True,False,False,True,False,False,False,1,25
996,CrPC,Offences Against the State,Fine,86,False,False,False,True,False,True,True,1,86
997,IPC,Crimes Against Children,Fine,31,True,False,False,True,False,True,False,2,31
998,IPC,Crimes Against Women,Fine,81,False,True,False,False,True,True,False,2,81
999,NDPS,Offences Against the State,Fine,55,True,False,True,False,False,False,False,1,55
1000,PMLA,Crimes Against SCs and STs,Fine,23,True,True,True,True,False,False,False,2,23
